"rating","price","rq","ju","vo","wa","kr","education","gender","income","age"
12,35.6105,1,0,0,0,0,1,0,1,21
1,50.8721,1,0,0,0,0,1,0,1,21
20,21.8023,0,0,1,0,0,1,0,1,21
13,35.6105,0,0,1,0,0,1,0,1,21
7,49.4186,0,0,1,0,0,1,0,1,21
19,21.0756,0,1,0,0,0,1,0,1,21
5,36.3372,0,1,0,0,0,1,0,1,21
1,49.4186,0,1,0,0,0,1,0,1,21
18,21.0756,0,0,0,1,0,1,0,1,21
4,34.8837,0,0,0,1,0,1,0,1,21
1,50.8721,0,0,0,1,0,1,0,1,21
20,20.3488,0,0,0,0,1,1,0,1,21
10,35.6105,0,0,0,0,1,1,0,1,21
6,50.8721,0,0,0,0,1,1,0,1,21
18,20.3488,1,0,0,0,0,1,0,0,28
16,35.6105,1,0,0,0,0,1,0,0,28
8,50.8721,1,0,0,0,0,1,0,0,28
20,21.8023,0,0,1,0,0,1,0,0,28
16,35.6105,0,0,1,0,0,1,0,0,28
10,49.4186,0,0,1,0,0,1,0,0,28
10,21.0756,0,1,0,0,0,1,0,0,28
2,36.3372,0,1,0,0,0,1,0,0,28
1,49.4186,0,1,0,0,0,1,0,0,28
12,21.0756,0,0,0,1,0,1,0,0,28
1,34.8837,0,0,0,1,0,1,0,0,28
1,50.8721,0,0,0,1,0,1,0,0,28
10,20.3488,0,0,0,0,1,1,0,0,28
2,35.6105,0,0,0,0,1,1,0,0,28
1,50.8721,0,0,0,0,1,1,0,0,28
20,20.3488,1,0,0,0,0,1,0,1,50
15,35.6105,1,0,0,0,0,1,0,1,50
3,50.8721,1,0,0,0,0,1,0,1,50
19,21.8023,0,0,1,0,0,1,0,1,50
18,35.6105,0,0,1,0,0,1,0,1,50
4,49.4186,0,0,1,0,0,1,0,1,50
18,21.0756,0,1,0,0,0,1,0,1,50
13,36.3372,0,1,0,0,0,1,0,1,50
5,49.4186,0,1,0,0,0,1,0,1,50
17,21.0756,0,0,0,1,0,1,0,1,50
14,34.8837,0,0,0,1,0,1,0,1,50
2,50.8721,0,0,0,1,0,1,0,1,50
11,20.3488,0,0,0,0,1,1,0,1,50
12,35.6105,0,0,0,0,1,1,0,1,50
1,50.8721,0,0,0,0,1,1,0,1,50
20,20.3488,1,0,0,0,0,1,1,1,50
1,35.6105,1,0,0,0,0,1,1,1,50
1,50.8721,1,0,0,0,0,1,1,1,50
20,21.8023,0,0,1,0,0,1,1,1,50
1,35.6105,0,0,1,0,0,1,1,1,50
1,49.4186,0,0,1,0,0,1,1,1,50
1,21.0756,0,1,0,0,0,1,1,1,50
1,36.3372,0,1,0,0,0,1,1,1,50
1,49.4186,0,1,0,0,0,1,1,1,50
1,21.0756,0,0,0,1,0,1,1,1,50
1,34.8837,0,0,0,1,0,1,1,1,50
1,50.8721,0,0,0,1,0,1,1,1,50
1,20.3488,0,0,0,0,1,1,1,1,50
1,35.6105,0,0,0,0,1,1,1,1,50
1,50.8721,0,0,0,0,1,1,1,1,50
20,20.3488,1,0,0,0,0,1,1,1,69
17,35.6105,1,0,0,0,0,1,1,1,69
1,50.8721,1,0,0,0,0,1,1,1,69
20,21.8023,0,0,1,0,0,1,1,1,69
5,35.6105,0,0,1,0,0,1,1,1,69
1,49.4186,0,0,1,0,0,1,1,1,69
20,21.0756,0,1,0,0,0,1,1,1,69
10,36.3372,0,1,0,0,0,1,1,1,69
1,49.4186,0,1,0,0,0,1,1,1,69
20,21.0756,0,0,0,1,0,1,1,1,69
10,34.8837,0,0,0,1,0,1,1,1,69
1,50.8721,0,0,0,1,0,1,1,1,69
20,20.3488,0,0,0,0,1,1,1,1,69
10,35.6105,0,0,0,0,1,1,1,1,69
1,50.8721,0,0,0,0,1,1,1,1,69
20,20.3488,1,0,0,0,0,1,1,1,34
18,35.6105,1,0,0,0,0,1,1,1,34
9,50.8721,1,0,0,0,0,1,1,1,34
20,21.8023,0,0,1,0,0,1,1,1,34
14,35.6105,0,0,1,0,0,1,1,1,34
7,49.4186,0,0,1,0,0,1,1,1,34
18,21.0756,0,1,0,0,0,1,1,1,34
12,36.3372,0,1,0,0,0,1,1,1,34
2,49.4186,0,1,0,0,0,1,1,1,34
9,21.0756,0,0,0,1,0,1,1,1,34
1,34.8837,0,0,0,1,0,1,1,1,34
1,50.8721,0,0,0,1,0,1,1,1,34
20,20.3488,0,0,0,0,1,1,1,1,34
10,35.6105,0,0,0,0,1,1,1,1,34
5,50.8721,0,0,0,0,1,1,1,1,34
20,20.3488,1,0,0,0,0,1,1,1,33
20,35.6105,1,0,0,0,0,1,1,1,33
20,50.8721,1,0,0,0,0,1,1,1,33
20,21.8023,0,0,1,0,0,1,1,1,33
20,35.6105,0,0,1,0,0,1,1,1,33
20,49.4186,0,0,1,0,0,1,1,1,33
8,21.0756,0,1,0,0,0,1,1,1,33
8,36.3372,0,1,0,0,0,1,1,1,33
8,49.4186,0,1,0,0,0,1,1,1,33
14,21.0756,0,0,0,1,0,1,1,1,33
14,34.8837,0,0,0,1,0,1,1,1,33
14,50.8721,0,0,0,1,0,1,1,1,33
2,20.3488,0,0,0,0,1,1,1,1,33
2,35.6105,0,0,0,0,1,1,1,1,33
2,50.8721,0,0,0,0,1,1,1,1,33
20,20.3488,1,0,0,0,0,0,1,1,45
19,35.6105,1,0,0,0,0,0,1,1,45
20,50.8721,1,0,0,0,0,0,1,1,45
15,21.8023,0,0,1,0,0,0,1,1,45
16,35.6105,0,0,1,0,0,0,1,1,45
17,49.4186,0,0,1,0,0,0,1,1,45
2,21.0756,0,1,0,0,0,0,1,1,45
5,36.3372,0,1,0,0,0,0,1,1,45
18,49.4186,0,1,0,0,0,0,1,1,45
10,21.0756,0,0,0,1,0,0,1,1,45
1,34.8837,0,0,0,1,0,0,1,1,45
3,50.8721,0,0,0,1,0,0,1,1,45
4,20.3488,0,0,0,0,1,0,1,1,45
7,35.6105,0,0,0,0,1,0,1,1,45
1,50.8721,0,0,0,0,1,0,1,1,45
20,20.3488,1,0,0,0,0,1,1,1,45
11,35.6105,1,0,0,0,0,1,1,1,45
4,50.8721,1,0,0,0,0,1,1,1,45
19,21.8023,0,0,1,0,0,1,1,1,45
10,35.6105,0,0,1,0,0,1,1,1,45
3,49.4186,0,0,1,0,0,1,1,1,45
18,21.0756,0,1,0,0,0,1,1,1,45
7,36.3372,0,1,0,0,0,1,1,1,45
2,49.4186,0,1,0,0,0,1,1,1,45
19,21.0756,0,0,0,1,0,1,1,1,45
7,34.8837,0,0,0,1,0,1,1,1,45
2,50.8721,0,0,0,1,0,1,1,1,45
1,20.3488,0,0,0,0,1,1,1,1,45
1,35.6105,0,0,0,0,1,1,1,1,45
1,50.8721,0,0,0,0,1,1,1,1,45
20,20.3488,1,0,0,0,0,1,0,1,62
4,35.6105,1,0,0,0,0,1,0,1,62
7,50.8721,1,0,0,0,0,1,0,1,62
20,21.8023,0,0,1,0,0,1,0,1,62
5,35.6105,0,0,1,0,0,1,0,1,62
8,49.4186,0,0,1,0,0,1,0,1,62
5,21.0756,0,1,0,0,0,1,0,1,62
5,36.3372,0,1,0,0,0,1,0,1,62
4,49.4186,0,1,0,0,0,1,0,1,62
4,21.0756,0,0,0,1,0,1,0,1,62
8,34.8837,0,0,0,1,0,1,0,1,62
10,50.8721,0,0,0,1,0,1,0,1,62
4,20.3488,0,0,0,0,1,1,0,1,62
11,35.6105,0,0,0,0,1,1,0,1,62
10,50.8721,0,0,0,0,1,1,0,1,62
20,20.3488,1,0,0,0,0,1,1,1,58
15,35.6105,1,0,0,0,0,1,1,1,58
5,50.8721,1,0,0,0,0,1,1,1,58
20,21.8023,0,0,1,0,0,1,1,1,58
11,35.6105,0,0,1,0,0,1,1,1,58
5,49.4186,0,0,1,0,0,1,1,1,58
15,21.0756,0,1,0,0,0,1,1,1,58
8,36.3372,0,1,0,0,0,1,1,1,58
1,49.4186,0,1,0,0,0,1,1,1,58
18,21.0756,0,0,0,1,0,1,1,1,58
8,34.8837,0,0,0,1,0,1,1,1,58
1,50.8721,0,0,0,1,0,1,1,1,58
18,20.3488,0,0,0,0,1,1,1,1,58
11,35.6105,0,0,0,0,1,1,1,1,58
1,50.8721,0,0,0,0,1,1,1,1,58
12,20.3488,1,0,0,0,0,0,1,0,16
11,35.6105,1,0,0,0,0,0,1,0,16
2,50.8721,1,0,0,0,0,0,1,0,16
20,21.8023,0,0,1,0,0,0,1,0,16
13,35.6105,0,0,1,0,0,0,1,0,16
5,49.4186,0,0,1,0,0,0,1,0,16
17,21.0756,0,1,0,0,0,0,1,0,16
10,36.3372,0,1,0,0,0,0,1,0,16
4,49.4186,0,1,0,0,0,0,1,0,16
18,21.0756,0,0,0,1,0,0,1,0,16
7,34.8837,0,0,0,1,0,0,1,0,16
4,50.8721,0,0,0,1,0,0,1,0,16
18,20.3488,0,0,0,0,1,0,1,0,16
15,35.6105,0,0,0,0,1,0,1,0,16
3,50.8721,0,0,0,0,1,0,1,0,16
18,20.3488,1,0,0,0,0,1,1,1,18
13,35.6105,1,0,0,0,0,1,1,1,18
11,50.8721,1,0,0,0,0,1,1,1,18
18,21.8023,0,0,1,0,0,1,1,1,18
11,35.6105,0,0,1,0,0,1,1,1,18
6,49.4186,0,0,1,0,0,1,1,1,18
17,21.0756,0,1,0,0,0,1,1,1,18
7,36.3372,0,1,0,0,0,1,1,1,18
5,49.4186,0,1,0,0,0,1,1,1,18
16,21.0756,0,0,0,1,0,1,1,1,18
10,34.8837,0,0,0,1,0,1,1,1,18
10,50.8721,0,0,0,1,0,1,1,1,18
15,20.3488,0,0,0,0,1,1,1,1,18
12,35.6105,0,0,0,0,1,1,1,1,18
9,50.8721,0,0,0,0,1,1,1,1,18
20,20.3488,1,0,0,0,0,0,0,1,37
8,35.6105,1,0,0,0,0,0,0,1,37
1,50.8721,1,0,0,0,0,0,0,1,37
20,21.8023,0,0,1,0,0,0,0,1,37
11,35.6105,0,0,1,0,0,0,0,1,37
1,49.4186,0,0,1,0,0,0,0,1,37
20,21.0756,0,1,0,0,0,0,0,1,37
11,36.3372,0,1,0,0,0,0,0,1,37
1,49.4186,0,1,0,0,0,0,0,1,37
20,21.0756,0,0,0,1,0,0,0,1,37
13,34.8837,0,0,0,1,0,0,0,1,37
1,50.8721,0,0,0,1,0,0,0,1,37
15,20.3488,0,0,0,0,1,0,0,1,37
11,35.6105,0,0,0,0,1,0,0,1,37
1,50.8721,0,0,0,0,1,0,0,1,37
20,20.3488,1,0,0,0,0,0,1,0,60
3,35.6105,1,0,0,0,0,0,1,0,60
1,50.8721,1,0,0,0,0,0,1,0,60
20,21.8023,0,0,1,0,0,0,1,0,60
3,35.6105,0,0,1,0,0,0,1,0,60
3,49.4186,0,0,1,0,0,0,1,0,60
10,21.0756,0,1,0,0,0,0,1,0,60
1,36.3372,0,1,0,0,0,0,1,0,60
2,49.4186,0,1,0,0,0,0,1,0,60
20,21.0756,0,0,0,1,0,0,1,0,60
4,34.8837,0,0,0,1,0,0,1,0,60
2,50.8721,0,0,0,1,0,0,1,0,60
4,20.3488,0,0,0,0,1,0,1,0,60
1,35.6105,0,0,0,0,1,0,1,0,60
1,50.8721,0,0,0,0,1,0,1,0,60
20,20.3488,1,0,0,0,0,1,1,0,54
20,35.6105,1,0,0,0,0,1,1,0,54
1,50.8721,1,0,0,0,0,1,1,0,54
20,21.8023,0,0,1,0,0,1,1,0,54
20,35.6105,0,0,1,0,0,1,1,0,54
1,49.4186,0,0,1,0,0,1,1,0,54
1,21.0756,0,1,0,0,0,1,1,0,54
1,36.3372,0,1,0,0,0,1,1,0,54
1,49.4186,0,1,0,0,0,1,1,0,54
1,21.0756,0,0,0,1,0,1,1,0,54
1,34.8837,0,0,0,1,0,1,1,0,54
1,50.8721,0,0,0,1,0,1,1,0,54
1,20.3488,0,0,0,0,1,1,1,0,54
1,35.6105,0,0,0,0,1,1,1,0,54
1,50.8721,0,0,0,0,1,1,1,0,54
18,20.3488,1,0,0,0,0,0,1,1,58
1,35.6105,1,0,0,0,0,0,1,1,58
4,50.8721,1,0,0,0,0,0,1,1,58
15,21.8023,0,0,1,0,0,0,1,1,58
15,35.6105,0,0,1,0,0,0,1,1,58
3,49.4186,0,0,1,0,0,0,1,1,58
20,21.0756,0,1,0,0,0,0,1,1,58
18,36.3372,0,1,0,0,0,0,1,1,58
18,49.4186,0,1,0,0,0,0,1,1,58
18,21.0756,0,0,0,1,0,0,1,1,58
9,34.8837,0,0,0,1,0,0,1,1,58
6,50.8721,0,0,0,1,0,0,1,1,58
17,20.3488,0,0,0,0,1,0,1,1,58
10,35.6105,0,0,0,0,1,0,1,1,58
3,50.8721,0,0,0,0,1,0,1,1,58
20,20.3488,1,0,0,0,0,1,0,1,39
20,35.6105,1,0,0,0,0,1,0,1,39
5,50.8721,1,0,0,0,0,1,0,1,39
20,21.8023,0,0,1,0,0,1,0,1,39
20,35.6105,0,0,1,0,0,1,0,1,39
1,49.4186,0,0,1,0,0,1,0,1,39
12,21.0756,0,1,0,0,0,1,0,1,39
5,36.3372,0,1,0,0,0,1,0,1,39
1,49.4186,0,1,0,0,0,1,0,1,39
18,21.0756,0,0,0,1,0,1,0,1,39
5,34.8837,0,0,0,1,0,1,0,1,39
1,50.8721,0,0,0,1,0,1,0,1,39
12,20.3488,0,0,0,0,1,1,0,1,39
10,35.6105,0,0,0,0,1,1,0,1,39
1,50.8721,0,0,0,0,1,1,0,1,39
20,20.3488,1,0,0,0,0,1,1,1,28
19,35.6105,1,0,0,0,0,1,1,1,28
18,50.8721,1,0,0,0,0,1,1,1,28
16,21.8023,0,0,1,0,0,1,1,1,28
16,35.6105,0,0,1,0,0,1,1,1,28
12,49.4186,0,0,1,0,0,1,1,1,28
10,21.0756,0,1,0,0,0,1,1,1,28
10,36.3372,0,1,0,0,0,1,1,1,28
10,49.4186,0,1,0,0,0,1,1,1,28
16,21.0756,0,0,0,1,0,1,1,1,28
3,34.8837,0,0,0,1,0,1,1,1,28
3,50.8721,0,0,0,1,0,1,1,1,28
17,20.3488,0,0,0,0,1,1,1,1,28
16,35.6105,0,0,0,0,1,1,1,1,28
16,50.8721,0,0,0,0,1,1,1,1,28
12,20.3488,1,0,0,0,0,1,0,1,32
12,35.6105,1,0,0,0,0,1,0,1,32
10,50.8721,1,0,0,0,0,1,0,1,32
20,21.8023,0,0,1,0,0,1,0,1,32
20,35.6105,0,0,1,0,0,1,0,1,32
18,49.4186,0,0,1,0,0,1,0,1,32
2,21.0756,0,1,0,0,0,1,0,1,32
2,36.3372,0,1,0,0,0,1,0,1,32
2,49.4186,0,1,0,0,0,1,0,1,32
2,21.0756,0,0,0,1,0,1,0,1,32
2,34.8837,0,0,0,1,0,1,0,1,32
2,50.8721,0,0,0,1,0,1,0,1,32
2,20.3488,0,0,0,0,1,1,0,1,32
2,35.6105,0,0,0,0,1,1,0,1,32
2,50.8721,0,0,0,0,1,1,0,1,32
20,20.3488,1,0,0,0,0,1,0,1,30
15,35.6105,1,0,0,0,0,1,0,1,30
1,50.8721,1,0,0,0,0,1,0,1,30
20,21.8023,0,0,1,0,0,1,0,1,30
15,35.6105,0,0,1,0,0,1,0,1,30
1,49.4186,0,0,1,0,0,1,0,1,30
1,21.0756,0,1,0,0,0,1,0,1,30
1,36.3372,0,1,0,0,0,1,0,1,30
1,49.4186,0,1,0,0,0,1,0,1,30
15,21.0756,0,0,0,1,0,1,0,1,30
10,34.8837,0,0,0,1,0,1,0,1,30
1,50.8721,0,0,0,1,0,1,0,1,30
10,20.3488,0,0,0,0,1,1,0,1,30
1,35.6105,0,0,0,0,1,1,0,1,30
1,50.8721,0,0,0,0,1,1,0,1,30
20,20.3488,1,0,0,0,0,1,0,1,65
16,35.6105,1,0,0,0,0,1,0,1,65
12,50.8721,1,0,0,0,0,1,0,1,65
20,21.8023,0,0,1,0,0,1,0,1,65
16,35.6105,0,0,1,0,0,1,0,1,65
12,49.4186,0,0,1,0,0,1,0,1,65
14,21.0756,0,1,0,0,0,1,0,1,65
13,36.3372,0,1,0,0,0,1,0,1,65
10,49.4186,0,1,0,0,0,1,0,1,65
16,21.0756,0,0,0,1,0,1,0,1,65
13,34.8837,0,0,0,1,0,1,0,1,65
10,50.8721,0,0,0,1,0,1,0,1,65
16,20.3488,0,0,0,0,1,1,0,1,65
13,35.6105,0,0,0,0,1,1,0,1,65
11,50.8721,0,0,0,0,1,1,0,1,65
20,20.3488,1,0,0,0,0,1,0,1,45
14,35.6105,1,0,0,0,0,1,0,1,45
2,50.8721,1,0,0,0,0,1,0,1,45
19,21.8023,0,0,1,0,0,1,0,1,45
10,35.6105,0,0,1,0,0,1,0,1,45
2,49.4186,0,0,1,0,0,1,0,1,45
19,21.0756,0,1,0,0,0,1,0,1,45
10,36.3372,0,1,0,0,0,1,0,1,45
2,49.4186,0,1,0,0,0,1,0,1,45
19,21.0756,0,0,0,1,0,1,0,1,45
10,34.8837,0,0,0,1,0,1,0,1,45
2,50.8721,0,0,0,1,0,1,0,1,45
19,20.3488,0,0,0,0,1,1,0,1,45
10,35.6105,0,0,0,0,1,1,0,1,45
2,50.8721,0,0,0,0,1,1,0,1,45
20,20.3488,1,0,0,0,0,0,0,1,42
12,35.6105,1,0,0,0,0,0,0,1,42
5,50.8721,1,0,0,0,0,0,0,1,42
15,21.8023,0,0,1,0,0,0,0,1,42
11,35.6105,0,0,1,0,0,0,0,1,42
6,49.4186,0,0,1,0,0,0,0,1,42
17,21.0756,0,1,0,0,0,0,0,1,42
10,36.3372,0,1,0,0,0,0,0,1,42
5,49.4186,0,1,0,0,0,0,0,1,42
16,21.0756,0,0,0,1,0,0,0,1,42
12,34.8837,0,0,0,1,0,0,0,1,42
1,50.8721,0,0,0,1,0,0,0,1,42
17,20.3488,0,0,0,0,1,0,0,1,42
10,35.6105,0,0,0,0,1,0,0,1,42
1,50.8721,0,0,0,0,1,0,0,1,42
20,20.3488,1,0,0,0,0,0,1,0,37
20,35.6105,1,0,0,0,0,0,1,0,37
15,50.8721,1,0,0,0,0,0,1,0,37
20,21.8023,0,0,1,0,0,0,1,0,37
20,35.6105,0,0,1,0,0,0,1,0,37
15,49.4186,0,0,1,0,0,0,1,0,37
20,21.0756,0,1,0,0,0,0,1,0,37
20,36.3372,0,1,0,0,0,0,1,0,37
20,49.4186,0,1,0,0,0,0,1,0,37
12,21.0756,0,0,0,1,0,0,1,0,37
2,34.8837,0,0,0,1,0,0,1,0,37
1,50.8721,0,0,0,1,0,0,1,0,37
12,20.3488,0,0,0,0,1,0,1,0,37
2,35.6105,0,0,0,0,1,0,1,0,37
1,50.8721,0,0,0,0,1,0,1,0,37
20,20.3488,1,0,0,0,0,1,1,1,53
10,35.6105,1,0,0,0,0,1,1,1,53
2,50.8721,1,0,0,0,0,1,1,1,53
20,21.8023,0,0,1,0,0,1,1,1,53
17,35.6105,0,0,1,0,0,1,1,1,53
2,49.4186,0,0,1,0,0,1,1,1,53
20,21.0756,0,1,0,0,0,1,1,1,53
17,36.3372,0,1,0,0,0,1,1,1,53
2,49.4186,0,1,0,0,0,1,1,1,53
20,21.0756,0,0,0,1,0,1,1,1,53
17,34.8837,0,0,0,1,0,1,1,1,53
2,50.8721,0,0,0,1,0,1,1,1,53
16,20.3488,0,0,0,0,1,1,1,1,53
3,35.6105,0,0,0,0,1,1,1,1,53
2,50.8721,0,0,0,0,1,1,1,1,53
20,20.3488,1,0,0,0,0,1,1,0,19
20,35.6105,1,0,0,0,0,1,1,0,19
15,50.8721,1,0,0,0,0,1,1,0,19
18,21.8023,0,0,1,0,0,1,1,0,19
15,35.6105,0,0,1,0,0,1,1,0,19
15,49.4186,0,0,1,0,0,1,1,0,19
8,21.0756,0,1,0,0,0,1,1,0,19
7,36.3372,0,1,0,0,0,1,1,0,19
5,49.4186,0,1,0,0,0,1,1,0,19
20,21.0756,0,0,0,1,0,1,1,0,19
14,34.8837,0,0,0,1,0,1,1,0,19
16,50.8721,0,0,0,1,0,1,1,0,19
20,20.3488,0,0,0,0,1,1,1,0,19
14,35.6105,0,0,0,0,1,1,1,0,19
17,50.8721,0,0,0,0,1,1,1,0,19
17,20.3488,1,0,0,0,0,1,1,0,30
15,35.6105,1,0,0,0,0,1,1,0,30
9,50.8721,1,0,0,0,0,1,1,0,30
16,21.8023,0,0,1,0,0,1,1,0,30
14,35.6105,0,0,1,0,0,1,1,0,30
7,49.4186,0,0,1,0,0,1,1,0,30
15,21.0756,0,1,0,0,0,1,1,0,30
13,36.3372,0,1,0,0,0,1,1,0,30
8,49.4186,0,1,0,0,0,1,1,0,30
19,21.0756,0,0,0,1,0,1,1,0,30
18,34.8837,0,0,0,1,0,1,1,0,30
13,50.8721,0,0,0,1,0,1,1,0,30
15,20.3488,0,0,0,0,1,1,1,0,30
13,35.6105,0,0,0,0,1,1,1,0,30
11,50.8721,0,0,0,0,1,1,1,0,30
20,20.3488,1,0,0,0,0,0,1,0,46
2,35.6105,1,0,0,0,0,0,1,0,46
1,50.8721,1,0,0,0,0,0,1,0,46
18,21.8023,0,0,1,0,0,0,1,0,46
2,35.6105,0,0,1,0,0,0,1,0,46
1,49.4186,0,0,1,0,0,0,1,0,46
20,21.0756,0,1,0,0,0,0,1,0,46
3,36.3372,0,1,0,0,0,0,1,0,46
1,49.4186,0,1,0,0,0,0,1,0,46
18,21.0756,0,0,0,1,0,0,1,0,46
2,34.8837,0,0,0,1,0,0,1,0,46
1,50.8721,0,0,0,1,0,0,1,0,46
20,20.3488,0,0,0,0,1,0,1,0,46
2,35.6105,0,0,0,0,1,0,1,0,46
1,50.8721,0,0,0,0,1,0,1,0,46
20,20.3488,1,0,0,0,0,0,0,0,50
20,35.6105,1,0,0,0,0,0,0,0,50
18,50.8721,1,0,0,0,0,0,0,0,50
20,21.8023,0,0,1,0,0,0,0,0,50
20,35.6105,0,0,1,0,0,0,0,0,50
16,49.4186,0,0,1,0,0,0,0,0,50
10,21.0756,0,1,0,0,0,0,0,0,50
17,36.3372,0,1,0,0,0,0,0,0,50
4,49.4186,0,1,0,0,0,0,0,0,50
17,21.0756,0,0,0,1,0,0,0,0,50
4,34.8837,0,0,0,1,0,0,0,0,50
6,50.8721,0,0,0,1,0,0,0,0,50
12,20.3488,0,0,0,0,1,0,0,0,50
4,35.6105,0,0,0,0,1,0,0,0,50
3,50.8721,0,0,0,0,1,0,0,0,50
20,20.3488,1,0,0,0,0,0,1,1,48
15,35.6105,1,0,0,0,0,0,1,1,48
1,50.8721,1,0,0,0,0,0,1,1,48
20,21.8023,0,0,1,0,0,0,1,1,48
15,35.6105,0,0,1,0,0,0,1,1,48
1,49.4186,0,0,1,0,0,0,1,1,48
20,21.0756,0,1,0,0,0,0,1,1,48
15,36.3372,0,1,0,0,0,0,1,1,48
1,49.4186,0,1,0,0,0,0,1,1,48
18,21.0756,0,0,0,1,0,0,1,1,48
13,34.8837,0,0,0,1,0,0,1,1,48
1,50.8721,0,0,0,1,0,0,1,1,48
1,20.3488,0,0,0,0,1,0,1,1,48
1,35.6105,0,0,0,0,1,0,1,1,48
1,50.8721,0,0,0,0,1,0,1,1,48
18,20.3488,1,0,0,0,0,0,1,0,49
12,35.6105,1,0,0,0,0,0,1,0,49
1,50.8721,1,0,0,0,0,0,1,0,49
20,21.8023,0,0,1,0,0,0,1,0,49
12,35.6105,0,0,1,0,0,0,1,0,49
1,49.4186,0,0,1,0,0,0,1,0,49
17,21.0756,0,1,0,0,0,0,1,0,49
9,36.3372,0,1,0,0,0,0,1,0,49
1,49.4186,0,1,0,0,0,0,1,0,49
17,21.0756,0,0,0,1,0,0,1,0,49
15,34.8837,0,0,0,1,0,0,1,0,49
1,50.8721,0,0,0,1,0,0,1,0,49
20,20.3488,0,0,0,0,1,0,1,0,49
9,35.6105,0,0,0,0,1,0,1,0,49
1,50.8721,0,0,0,0,1,0,1,0,49
18,20.3488,1,0,0,0,0,0,0,0,65
16,35.6105,1,0,0,0,0,0,0,0,65
4,50.8721,1,0,0,0,0,0,0,0,65
17,21.8023,0,0,1,0,0,0,0,0,65
12,35.6105,0,0,1,0,0,0,0,0,65
10,49.4186,0,0,1,0,0,0,0,0,65
16,21.0756,0,1,0,0,0,0,0,0,65
8,36.3372,0,1,0,0,0,0,0,0,65
8,49.4186,0,1,0,0,0,0,0,0,65
20,21.0756,0,0,0,1,0,0,0,0,65
15,34.8837,0,0,0,1,0,0,0,0,65
1,50.8721,0,0,0,1,0,0,0,0,65
3,20.3488,0,0,0,0,1,0,0,0,65
3,35.6105,0,0,0,0,1,0,0,0,65
3,50.8721,0,0,0,0,1,0,0,0,65
7,20.3488,1,0,0,0,0,0,1,1,67
20,35.6105,1,0,0,0,0,0,1,1,67
20,50.8721,1,0,0,0,0,0,1,1,67
12,21.8023,0,0,1,0,0,0,1,1,67
16,35.6105,0,0,1,0,0,0,1,1,67
15,49.4186,0,0,1,0,0,0,1,1,67
1,21.0756,0,1,0,0,0,0,1,1,67
1,36.3372,0,1,0,0,0,0,1,1,67
1,49.4186,0,1,0,0,0,0,1,1,67
8,21.0756,0,0,0,1,0,0,1,1,67
16,34.8837,0,0,0,1,0,0,1,1,67
10,50.8721,0,0,0,1,0,0,1,1,67
9,20.3488,0,0,0,0,1,0,1,1,67
16,35.6105,0,0,0,0,1,0,1,1,67
11,50.8721,0,0,0,0,1,0,1,1,67
12,20.3488,1,0,0,0,0,0,1,0,60
1,35.6105,1,0,0,0,0,0,1,0,60
1,50.8721,1,0,0,0,0,0,1,0,60
18,21.8023,0,0,1,0,0,0,1,0,60
12,35.6105,0,0,1,0,0,0,1,0,60
2,49.4186,0,0,1,0,0,0,1,0,60
18,21.0756,0,1,0,0,0,0,1,0,60
13,36.3372,0,1,0,0,0,0,1,0,60
1,49.4186,0,1,0,0,0,0,1,0,60
20,21.0756,0,0,0,1,0,0,1,0,60
15,34.8837,0,0,0,1,0,0,1,0,60
1,50.8721,0,0,0,1,0,0,1,0,60
2,20.3488,0,0,0,0,1,0,1,0,60
11,35.6105,0,0,0,0,1,0,1,0,60
1,50.8721,0,0,0,0,1,0,1,0,60
20,20.3488,1,0,0,0,0,0,0,0,41
20,35.6105,1,0,0,0,0,0,0,0,41
1,50.8721,1,0,0,0,0,0,0,0,41
9,21.8023,0,0,1,0,0,0,0,0,41
9,35.6105,0,0,1,0,0,0,0,0,41
1,49.4186,0,0,1,0,0,0,0,0,41
20,21.0756,0,1,0,0,0,0,0,0,41
9,36.3372,0,1,0,0,0,0,0,0,41
1,49.4186,0,1,0,0,0,0,0,0,41
20,21.0756,0,0,0,1,0,0,0,0,41
9,34.8837,0,0,0,1,0,0,0,0,41
1,50.8721,0,0,0,1,0,0,0,0,41
20,20.3488,0,0,0,0,1,0,0,0,41
9,35.6105,0,0,0,0,1,0,0,0,41
1,50.8721,0,0,0,0,1,0,0,0,41
20,20.3488,1,0,0,0,0,1,0,1,50
1,35.6105,1,0,0,0,0,1,0,1,50
1,50.8721,1,0,0,0,0,1,0,1,50
10,21.8023,0,0,1,0,0,1,0,1,50
1,35.6105,0,0,1,0,0,1,0,1,50
1,49.4186,0,0,1,0,0,1,0,1,50
10,21.0756,0,1,0,0,0,1,0,1,50
1,36.3372,0,1,0,0,0,1,0,1,50
1,49.4186,0,1,0,0,0,1,0,1,50
10,21.0756,0,0,0,1,0,1,0,1,50
1,34.8837,0,0,0,1,0,1,0,1,50
1,50.8721,0,0,0,1,0,1,0,1,50
10,20.3488,0,0,0,0,1,1,0,1,50
1,35.6105,0,0,0,0,1,1,0,1,50
1,50.8721,0,0,0,0,1,1,0,1,50
20,21.8023,1,0,0,0,0,1,1,0,33
11,35.6105,1,0,0,0,0,1,1,0,33
4,49.4186,1,0,0,0,0,1,1,0,33
20,20.3488,0,0,1,0,0,1,1,0,33
