"rating","price","rq","ju","vo","wa","kr","education","gender","income","age"
16,35.6105,0,0,0,0,1,1,0,1,21
1,50.8721,0,0,0,0,1,1,0,1,21
19,20.3488,1,0,0,0,0,1,0,0,23
10,35.6105,1,0,0,0,0,1,0,0,23
4,50.8721,1,0,0,0,0,1,0,0,23
20,21.8023,0,0,1,0,0,1,0,0,23
10,35.6105,0,0,1,0,0,1,0,0,23
4,49.4186,0,0,1,0,0,1,0,0,23
16,21.0756,0,1,0,0,0,1,0,0,23
10,36.3372,0,1,0,0,0,1,0,0,23
4,49.4186,0,1,0,0,0,1,0,0,23
16,21.0756,0,0,0,1,0,1,0,0,23
10,34.8837,0,0,0,1,0,1,0,0,23
4,50.8721,0,0,0,1,0,1,0,0,23
15,20.3488,0,0,0,0,1,1,0,0,23
10,35.6105,0,0,0,0,1,1,0,0,23
4,50.8721,0,0,0,0,1,1,0,0,23
19,20.3488,1,0,0,0,0,1,1,1,18
16,35.6105,1,0,0,0,0,1,1,1,18
13,50.8721,1,0,0,0,0,1,1,1,18
20,21.8023,0,0,1,0,0,1,1,1,18
18,35.6105,0,0,1,0,0,1,1,1,18
14,49.4186,0,0,1,0,0,1,1,1,18
10,21.0756,0,1,0,0,0,1,1,1,18
4,36.3372,0,1,0,0,0,1,1,1,18
2,49.4186,0,1,0,0,0,1,1,1,18
17,21.0756,0,0,0,1,0,1,1,1,18
15,34.8837,0,0,0,1,0,1,1,1,18
8,50.8721,0,0,0,1,0,1,1,1,18
9,20.3488,0,0,0,0,1,1,1,1,18
6,35.6105,0,0,0,0,1,1,1,1,18
7,50.8721,0,0,0,0,1,1,1,1,18
20,20.3488,1,0,0,0,0,0,0,1,52
6,35.6105,1,0,0,0,0,0,0,1,52
1,50.8721,1,0,0,0,0,0,0,1,52
20,21.8023,0,0,1,0,0,0,0,1,52
7,35.6105,0,0,1,0,0,0,0,1,52
1,49.4186,0,0,1,0,0,0,0,1,52
20,21.0756,0,1,0,0,0,0,0,1,52
13,36.3372,0,1,0,0,0,0,0,1,52
1,49.4186,0,1,0,0,0,0,0,1,52
10,21.0756,0,0,0,1,0,0,0,1,52
1,34.8837,0,0,0,1,0,0,0,1,52
1,50.8721,0,0,0,1,0,0,0,1,52
20,20.3488,0,0,0,0,1,0,0,1,52
10,35.6105,0,0,0,0,1,0,0,1,52
1,50.8721,0,0,0,0,1,0,0,1,52
18,20.3488,1,0,0,0,0,0,1,0,28
16,35.6105,1,0,0,0,0,0,1,0,28
10,50.8721,1,0,0,0,0,0,1,0,28
20,21.8023,0,0,1,0,0,0,1,0,28
16,35.6105,0,0,1,0,0,0,1,0,28
11,49.4186,0,0,1,0,0,0,1,0,28
17,21.0756,0,1,0,0,0,0,1,0,28
15,36.3372,0,1,0,0,0,0,1,0,28
1,49.4186,0,1,0,0,0,0,1,0,28
16,21.0756,0,0,0,1,0,0,1,0,28
14,34.8837,0,0,0,1,0,0,1,0,28
3,50.8721,0,0,0,1,0,0,1,0,28
18,20.3488,0,0,0,0,1,0,1,0,28
14,35.6105,0,0,0,0,1,0,1,0,28
4,50.8721,0,0,0,0,1,0,1,0,28
1,20.3488,1,0,0,0,0,0,1,0,21
1,35.6105,1,0,0,0,0,0,1,0,21
1,50.8721,1,0,0,0,0,0,1,0,21
19,21.8023,0,0,1,0,0,0,1,0,21
16,35.6105,0,0,1,0,0,0,1,0,21
18,49.4186,0,0,1,0,0,0,1,0,21
18,21.0756,0,1,0,0,0,0,1,0,21
17,36.3372,0,1,0,0,0,0,1,0,21
20,49.4186,0,1,0,0,0,0,1,0,21
1,21.0756,0,0,0,1,0,0,1,0,21
1,34.8837,0,0,0,1,0,0,1,0,21
1,50.8721,0,0,0,1,0,0,1,0,21
1,20.3488,0,0,0,0,1,0,1,0,21
1,35.6105,0,0,0,0,1,0,1,0,21
1,50.8721,0,0,0,0,1,0,1,0,21
20,20.3488,1,0,0,0,0,1,0,0,29
10,35.6105,1,0,0,0,0,1,0,0,29
1,50.8721,1,0,0,0,0,1,0,0,29
18,21.8023,0,0,1,0,0,1,0,0,29
10,35.6105,0,0,1,0,0,1,0,0,29
2,49.4186,0,0,1,0,0,1,0,0,29
16,21.0756,0,1,0,0,0,1,0,0,29
8,36.3372,0,1,0,0,0,1,0,0,29
1,49.4186,0,1,0,0,0,1,0,0,29
15,21.0756,0,0,0,1,0,1,0,0,29
9,34.8837,0,0,0,1,0,1,0,0,29
1,50.8721,0,0,0,1,0,1,0,0,29
11,20.3488,0,0,0,0,1,1,0,0,29
5,35.6105,0,0,0,0,1,1,0,0,29
1,50.8721,0,0,0,0,1,1,0,0,29
20,20.3488,1,0,0,0,0,0,1,0,67
15,35.6105,1,0,0,0,0,0,1,0,67
13,50.8721,1,0,0,0,0,0,1,0,67
20,21.8023,0,0,1,0,0,0,1,0,67
15,35.6105,0,0,1,0,0,0,1,0,67
13,49.4186,0,0,1,0,0,0,1,0,67
20,21.0756,0,1,0,0,0,0,1,0,67
5,36.3372,0,1,0,0,0,0,1,0,67
13,49.4186,0,1,0,0,0,0,1,0,67
12,21.0756,0,0,0,1,0,0,1,0,67
12,34.8837,0,0,0,1,0,0,1,0,67
12,50.8721,0,0,0,1,0,0,1,0,67
12,20.3488,0,0,0,0,1,0,1,0,67
12,35.6105,0,0,0,0,1,0,1,0,67
12,50.8721,0,0,0,0,1,0,1,0,67
20,20.3488,1,0,0,0,0,1,0,0,16
20,35.6105,1,0,0,0,0,1,0,0,16
19,50.8721,1,0,0,0,0,1,0,0,16
18,21.8023,0,0,1,0,0,1,0,0,16
17,35.6105,0,0,1,0,0,1,0,0,16
16,49.4186,0,0,1,0,0,1,0,0,16
14,21.0756,0,1,0,0,0,1,0,0,16
13,36.3372,0,1,0,0,0,1,0,0,16
10,49.4186,0,1,0,0,0,1,0,0,16
18,21.0756,0,0,0,1,0,1,0,0,16
18,34.8837,0,0,0,1,0,1,0,0,16
17,50.8721,0,0,0,1,0,1,0,0,16
13,20.3488,0,0,0,0,1,1,0,0,16
12,35.6105,0,0,0,0,1,1,0,0,16
10,50.8721,0,0,0,0,1,1,0,0,16
8,20.3488,1,0,0,0,0,1,1,0,25
6,35.6105,1,0,0,0,0,1,1,0,25
3,50.8721,1,0,0,0,0,1,1,0,25
20,21.8023,0,0,1,0,0,1,1,0,25
17,35.6105,0,0,1,0,0,1,1,0,25
17,49.4186,0,0,1,0,0,1,1,0,25
9,21.0756,0,1,0,0,0,1,1,0,25
7,36.3372,0,1,0,0,0,1,1,0,25
5,49.4186,0,1,0,0,0,1,1,0,25
9,21.0756,0,0,0,1,0,1,1,0,25
7,34.8837,0,0,0,1,0,1,1,0,25
3,50.8721,0,0,0,1,0,1,1,0,25
9,20.3488,0,0,0,0,1,1,1,0,25
7,35.6105,0,0,0,0,1,1,1,0,25
6,50.8721,0,0,0,0,1,1,1,0,25
13,20.3488,1,0,0,0,0,0,1,0,82
19,35.6105,1,0,0,0,0,0,1,0,82
13,50.8721,1,0,0,0,0,0,1,0,82
19,21.8023,0,0,1,0,0,0,1,0,82
18,35.6105,0,0,1,0,0,0,1,0,82
20,49.4186,0,0,1,0,0,0,1,0,82
20,21.0756,0,1,0,0,0,0,1,0,82
18,36.3372,0,1,0,0,0,0,1,0,82
20,49.4186,0,1,0,0,0,0,1,0,82
15,21.0756,0,0,0,1,0,0,1,0,82
15,34.8837,0,0,0,1,0,0,1,0,82
9,50.8721,0,0,0,1,0,0,1,0,82
15,20.3488,0,0,0,0,1,0,1,0,82
12,35.6105,0,0,0,0,1,0,1,0,82
10,50.8721,0,0,0,0,1,0,1,0,82
20,20.3488,1,0,0,0,0,1,1,0,29
15,35.6105,1,0,0,0,0,1,1,0,29
5,50.8721,1,0,0,0,0,1,1,0,29
20,21.8023,0,0,1,0,0,1,1,0,29
15,35.6105,0,0,1,0,0,1,1,0,29
5,49.4186,0,0,1,0,0,1,1,0,29
18,21.0756,0,1,0,0,0,1,1,0,29
12,36.3372,0,1,0,0,0,1,1,0,29
3,49.4186,0,1,0,0,0,1,1,0,29
1,21.0756,0,0,0,1,0,1,1,0,29
1,34.8837,0,0,0,1,0,1,1,0,29
1,50.8721,0,0,0,1,0,1,1,0,29
1,20.3488,0,0,0,0,1,1,1,0,29
1,35.6105,0,0,0,0,1,1,1,0,29
1,50.8721,0,0,0,0,1,1,1,0,29
16,20.3488,1,0,0,0,0,0,1,0,37
17,35.6105,1,0,0,0,0,0,1,0,37
9,50.8721,1,0,0,0,0,0,1,0,37
20,21.8023,0,0,1,0,0,0,1,0,37
19,35.6105,0,0,1,0,0,0,1,0,37
19,49.4186,0,0,1,0,0,0,1,0,37
13,21.0756,0,1,0,0,0,0,1,0,37
14,36.3372,0,1,0,0,0,0,1,0,37
12,49.4186,0,1,0,0,0,0,1,0,37
10,21.0756,0,0,0,1,0,0,1,0,37
15,34.8837,0,0,0,1,0,0,1,0,37
11,50.8721,0,0,0,1,0,0,1,0,37
3,20.3488,0,0,0,0,1,0,1,0,37
2,35.6105,0,0,0,0,1,0,1,0,37
1,50.8721,0,0,0,0,1,0,1,0,37
20,20.3488,1,0,0,0,0,1,1,0,66
19,35.6105,1,0,0,0,0,1,1,0,66
18,50.8721,1,0,0,0,0,1,1,0,66
20,21.8023,0,0,1,0,0,1,1,0,66
15,35.6105,0,0,1,0,0,1,1,0,66
18,49.4186,0,0,1,0,0,1,1,0,66
20,21.0756,0,1,0,0,0,1,1,0,66
19,36.3372,0,1,0,0,0,1,1,0,66
19,49.4186,0,1,0,0,0,1,1,0,66
20,21.0756,0,0,0,1,0,1,1,0,66
19,34.8837,0,0,0,1,0,1,1,0,66
18,50.8721,0,0,0,1,0,1,1,0,66
20,20.3488,0,0,0,0,1,1,1,0,66
20,35.6105,0,0,0,0,1,1,1,0,66
17,50.8721,0,0,0,0,1,1,1,0,66
20,20.3488,1,0,0,0,0,1,1,1,19
8,35.6105,1,0,0,0,0,1,1,1,19
4,50.8721,1,0,0,0,0,1,1,1,19
20,21.8023,0,0,1,0,0,1,1,1,19
12,35.6105,0,0,1,0,0,1,1,1,19
4,49.4186,0,0,1,0,0,1,1,1,19
17,21.0756,0,1,0,0,0,1,1,1,19
12,36.3372,0,1,0,0,0,1,1,1,19
1,49.4186,0,1,0,0,0,1,1,1,19
20,21.0756,0,0,0,1,0,1,1,1,19
11,34.8837,0,0,0,1,0,1,1,1,19
1,50.8721,0,0,0,1,0,1,1,1,19
16,20.3488,0,0,0,0,1,1,1,1,19
3,35.6105,0,0,0,0,1,1,1,1,19
1,50.8721,0,0,0,0,1,1,1,1,19
20,20.3488,1,0,0,0,0,0,1,0,32
13,35.6105,1,0,0,0,0,0,1,0,32
8,50.8721,1,0,0,0,0,0,1,0,32
20,21.8023,0,0,1,0,0,0,1,0,32
13,35.6105,0,0,1,0,0,0,1,0,32
8,49.4186,0,0,1,0,0,0,1,0,32
18,21.0756,0,1,0,0,0,0,1,0,32
10,36.3372,0,1,0,0,0,0,1,0,32
5,49.4186,0,1,0,0,0,0,1,0,32
18,21.0756,0,0,0,1,0,0,1,0,32
10,34.8837,0,0,0,1,0,0,1,0,32
5,50.8721,0,0,0,1,0,0,1,0,32
1,20.3488,0,0,0,0,1,0,1,0,32
1,35.6105,0,0,0,0,1,0,1,0,32
1,50.8721,0,0,0,0,1,0,1,0,32
20,20.3488,1,0,0,0,0,1,0,0,21
18,35.6105,1,0,0,0,0,1,0,0,21
12,50.8721,1,0,0,0,0,1,0,0,21
20,21.8023,0,0,1,0,0,1,0,0,21
8,35.6105,0,0,1,0,0,1,0,0,21
10,49.4186,0,0,1,0,0,1,0,0,21
14,21.0756,0,1,0,0,0,1,0,0,21
3,36.3372,0,1,0,0,0,1,0,0,21
5,49.4186,0,1,0,0,0,1,0,0,21
18,21.0756,0,0,0,1,0,1,0,0,21
10,34.8837,0,0,0,1,0,1,0,0,21
6,50.8721,0,0,0,1,0,1,0,0,21
18,20.3488,0,0,0,0,1,1,0,0,21
13,35.6105,0,0,0,0,1,1,0,0,21
6,50.8721,0,0,0,0,1,1,0,0,21
20,20.3488,1,0,0,0,0,1,0,0,24
10,35.6105,1,0,0,0,0,1,0,0,24
5,50.8721,1,0,0,0,0,1,0,0,24
18,21.8023,0,0,1,0,0,1,0,0,24
15,35.6105,0,0,1,0,0,1,0,0,24
17,49.4186,0,0,1,0,0,1,0,0,24
14,21.0756,0,1,0,0,0,1,0,0,24
8,36.3372,0,1,0,0,0,1,0,0,24
1,49.4186,0,1,0,0,0,1,0,0,24
11,21.0756,0,0,0,1,0,1,0,0,24
9,34.8837,0,0,0,1,0,1,0,0,24
2,50.8721,0,0,0,1,0,1,0,0,24
17,20.3488,0,0,0,0,1,1,0,0,24
11,35.6105,0,0,0,0,1,1,0,0,24
12,50.8721,0,0,0,0,1,1,0,0,24
16,20.3488,1,0,0,0,0,1,0,0,23
10,35.6105,1,0,0,0,0,1,0,0,23
1,50.8721,1,0,0,0,0,1,0,0,23
15,21.8023,0,0,1,0,0,1,0,0,23
10,35.6105,0,0,1,0,0,1,0,0,23
1,49.4186,0,0,1,0,0,1,0,0,23
13,21.0756,0,1,0,0,0,1,0,0,23
4,36.3372,0,1,0,0,0,1,0,0,23
1,49.4186,0,1,0,0,0,1,0,0,23
14,21.0756,0,0,0,1,0,1,0,0,23
10,34.8837,0,0,0,1,0,1,0,0,23
1,50.8721,0,0,0,1,0,1,0,0,23
5,20.3488,0,0,0,0,1,1,0,0,23
4,35.6105,0,0,0,0,1,1,0,0,23
1,50.8721,0,0,0,0,1,1,0,0,23
20,20.3488,1,0,0,0,0,0,0,1,24
14,35.6105,1,0,0,0,0,0,0,1,24
16,50.8721,1,0,0,0,0,0,0,1,24
19,21.8023,0,0,1,0,0,0,0,1,24
15,35.6105,0,0,1,0,0,0,0,1,24
12,49.4186,0,0,1,0,0,0,0,1,24
20,21.0756,0,1,0,0,0,0,0,1,24
14,36.3372,0,1,0,0,0,0,0,1,24
7,49.4186,0,1,0,0,0,0,0,1,24
16,21.0756,0,0,0,1,0,0,0,1,24
10,34.8837,0,0,0,1,0,0,0,1,24
1,50.8721,0,0,0,1,0,0,0,1,24
20,20.3488,0,0,0,0,1,0,0,1,24
14,35.6105,0,0,0,0,1,0,0,1,24
10,50.8721,0,0,0,0,1,0,0,1,24
1,20.3488,1,0,0,0,0,1,1,1,42
2,35.6105,1,0,0,0,0,1,1,1,42
1,50.8721,1,0,0,0,0,1,1,1,42
20,21.8023,0,0,1,0,0,1,1,1,42
10,35.6105,0,0,1,0,0,1,1,1,42
1,49.4186,0,0,1,0,0,1,1,1,42
15,21.0756,0,1,0,0,0,1,1,1,42
5,36.3372,0,1,0,0,0,1,1,1,42
1,49.4186,0,1,0,0,0,1,1,1,42
20,21.0756,0,0,0,1,0,1,1,1,42
10,34.8837,0,0,0,1,0,1,1,1,42
1,50.8721,0,0,0,1,0,1,1,1,42
20,20.3488,0,0,0,0,1,1,1,1,42
8,35.6105,0,0,0,0,1,1,1,1,42
1,50.8721,0,0,0,0,1,1,1,1,42
19,20.3488,1,0,0,0,0,1,0,1,30
15,35.6105,1,0,0,0,0,1,0,1,30
13,50.8721,1,0,0,0,0,1,0,1,30
17,21.8023,0,0,1,0,0,1,0,1,30
9,35.6105,0,0,1,0,0,1,0,1,30
9,49.4186,0,0,1,0,0,1,0,1,30
10,21.0756,0,1,0,0,0,1,0,1,30
7,36.3372,0,1,0,0,0,1,0,1,30
7,49.4186,0,1,0,0,0,1,0,1,30
15,21.0756,0,0,0,1,0,1,0,1,30
5,34.8837,0,0,0,1,0,1,0,1,30
5,50.8721,0,0,0,1,0,1,0,1,30
7,20.3488,0,0,0,0,1,1,0,1,30
2,35.6105,0,0,0,0,1,1,0,1,30
2,50.8721,0,0,0,0,1,1,0,1,30
20,20.3488,1,0,0,0,0,1,1,0,18
3,35.6105,1,0,0,0,0,1,1,0,18
1,50.8721,1,0,0,0,0,1,1,0,18
20,21.8023,0,0,1,0,0,1,1,0,18
3,35.6105,0,0,1,0,0,1,1,0,18
1,49.4186,0,0,1,0,0,1,1,0,18
1,21.0756,0,1,0,0,0,1,1,0,18
1,36.3372,0,1,0,0,0,1,1,0,18
1,49.4186,0,1,0,0,0,1,1,0,18
20,21.0756,0,0,0,1,0,1,1,0,18
15,34.8837,0,0,0,1,0,1,1,0,18
1,50.8721,0,0,0,1,0,1,1,0,18
20,20.3488,0,0,0,0,1,1,1,0,18
2,35.6105,0,0,0,0,1,1,1,0,18
1,50.8721,0,0,0,0,1,1,1,0,18
20,20.3488,1,0,0,0,0,1,1,1,43
20,35.6105,1,0,0,0,0,1,1,1,43
1,50.8721,1,0,0,0,0,1,1,1,43
20,21.8023,0,0,1,0,0,1,1,1,43
17,35.6105,0,0,1,0,0,1,1,1,43
1,49.4186,0,0,1,0,0,1,1,1,43
20,21.0756,0,1,0,0,0,1,1,1,43
10,36.3372,0,1,0,0,0,1,1,1,43
1,49.4186,0,1,0,0,0,1,1,1,43
20,21.0756,0,0,0,1,0,1,1,1,43
20,34.8837,0,0,0,1,0,1,1,1,43
1,50.8721,0,0,0,1,0,1,1,1,43
10,20.3488,0,0,0,0,1,1,1,1,43
1,35.6105,0,0,0,0,1,1,1,1,43
1,50.8721,0,0,0,0,1,1,1,1,43
15,20.3488,1,0,0,0,0,0,1,0,75
20,35.6105,1,0,0,0,0,0,1,0,75
1,50.8721,1,0,0,0,0,0,1,0,75
18,21.8023,0,0,1,0,0,0,1,0,75
15,35.6105,0,0,1,0,0,0,1,0,75
20,49.4186,0,0,1,0,0,0,1,0,75
17,21.0756,0,1,0,0,0,0,1,0,75
20,36.3372,0,1,0,0,0,0,1,0,75
18,49.4186,0,1,0,0,0,0,1,0,75
16,21.0756,0,0,0,1,0,0,1,0,75
15,34.8837,0,0,0,1,0,0,1,0,75
18,50.8721,0,0,0,1,0,0,1,0,75
16,20.3488,0,0,0,0,1,0,1,0,75
14,35.6105,0,0,0,0,1,0,1,0,75
2,50.8721,0,0,0,0,1,0,1,0,75
20,20.3488,1,0,0,0,0,0,1,0,72
18,35.6105,1,0,0,0,0,0,1,0,72
4,50.8721,1,0,0,0,0,0,1,0,72
20,21.8023,0,0,1,0,0,0,1,0,72
18,35.6105,0,0,1,0,0,0,1,0,72
6,49.4186,0,0,1,0,0,0,1,0,72
20,21.0756,0,1,0,0,0,0,1,0,72
15,36.3372,0,1,0,0,0,0,1,0,72
1,49.4186,0,1,0,0,0,0,1,0,72
20,21.0756,0,0,0,1,0,0,1,0,72
14,34.8837,0,0,0,1,0,0,1,0,72
1,50.8721,0,0,0,1,0,0,1,0,72
18,20.3488,0,0,0,0,1,0,1,0,72
14,35.6105,0,0,0,0,1,0,1,0,72
1,50.8721,0,0,0,0,1,0,1,0,72
17,20.3488,1,0,0,0,0,0,1,0,78
4,35.6105,1,0,0,0,0,0,1,0,78
1,50.8721,1,0,0,0,0,0,1,0,78
17,21.8023,0,0,1,0,0,0,1,0,78
4,35.6105,0,0,1,0,0,0,1,0,78
1,49.4186,0,0,1,0,0,0,1,0,78
17,21.0756,0,1,0,0,0,0,1,0,78
4,36.3372,0,1,0,0,0,0,1,0,78
1,49.4186,0,1,0,0,0,0,1,0,78
17,21.0756,0,0,0,1,0,0,1,0,78
4,34.8837,0,0,0,1,0,0,1,0,78
1,50.8721,0,0,0,1,0,0,1,0,78
17,20.3488,0,0,0,0,1,0,1,0,78
4,35.6105,0,0,0,0,1,0,1,0,78
1,50.8721,0,0,0,0,1,0,1,0,78
20,20.3488,1,0,0,0,0,1,0,0,43
16,35.6105,1,0,0,0,0,1,0,0,43
4,50.8721,1,0,0,0,0,1,0,0,43
18,21.8023,0,0,1,0,0,1,0,0,43
12,35.6105,0,0,1,0,0,1,0,0,43
5,49.4186,0,0,1,0,0,1,0,0,43
8,21.0756,0,1,0,0,0,1,0,0,43
6,36.3372,0,1,0,0,0,1,0,0,43
1,49.4186,0,1,0,0,0,1,0,0,43
14,21.0756,0,0,0,1,0,1,0,0,43
10,34.8837,0,0,0,1,0,1,0,0,43
3,50.8721,0,0,0,1,0,1,0,0,43
12,20.3488,0,0,0,0,1,1,0,0,43
7,35.6105,0,0,0,0,1,1,0,0,43
2,50.8721,0,0,0,0,1,1,0,0,43
20,20.3488,1,0,0,0,0,1,0,1,67
20,35.6105,1,0,0,0,0,1,0,1,67
18,50.8721,1,0,0,0,0,1,0,1,67
5,21.8023,0,0,1,0,0,1,0,1,67
3,35.6105,0,0,1,0,0,1,0,1,67
4,49.4186,0,0,1,0,0,1,0,1,67
18,21.0756,0,1,0,0,0,1,0,1,67
18,36.3372,0,1,0,0,0,1,0,1,67
14,49.4186,0,1,0,0,0,1,0,1,67
16,21.0756,0,0,0,1,0,1,0,1,67
18,34.8837,0,0,0,1,0,1,0,1,67
14,50.8721,0,0,0,1,0,1,0,1,67
18,20.3488,0,0,0,0,1,1,0,1,67
18,35.6105,0,0,0,0,1,1,0,1,67
18,50.8721,0,0,0,0,1,1,0,1,67
17,20.3488,1,0,0,0,0,1,1,1,80
20,35.6105,1,0,0,0,0,1,1,1,80
15,50.8721,1,0,0,0,0,1,1,1,80
19,21.8023,0,0,1,0,0,1,1,1,80
20,35.6105,0,0,1,0,0,1,1,1,80
16,49.4186,0,0,1,0,0,1,1,1,80
9,21.0756,0,1,0,0,0,1,1,1,80
6,36.3372,0,1,0,0,0,1,1,1,80
6,49.4186,0,1,0,0,0,1,1,1,80
15,21.0756,0,0,0,1,0,1,1,1,80
10,34.8837,0,0,0,1,0,1,1,1,80
12,50.8721,0,0,0,1,0,1,1,1,80
10,20.3488,0,0,0,0,1,1,1,1,80
5,35.6105,0,0,0,0,1,1,1,1,80
10,50.8721,0,0,0,0,1,1,1,1,80
14,20.3488,1,0,0,0,0,1,1,1,20
10,35.6105,1,0,0,0,0,1,1,1,20
1,50.8721,1,0,0,0,0,1,1,1,20
15,21.8023,0,0,1,0,0,1,1,1,20
15,35.6105,0,0,1,0,0,1,1,1,20
1,49.4186,0,0,1,0,0,1,1,1,20
17,21.0756,0,1,0,0,0,1,1,1,20
13,36.3372,0,1,0,0,0,1,1,1,20
1,49.4186,0,1,0,0,0,1,1,1,20
20,21.0756,0,0,0,1,0,1,1,1,20
17,34.8837,0,0,0,1,0,1,1,1,20
1,50.8721,0,0,0,1,0,1,1,1,20
18,20.3488,0,0,0,0,1,1,1,1,20
18,35.6105,0,0,0,0,1,1,1,1,20
1,50.8721,0,0,0,0,1,1,1,1,20
15,20.3488,1,0,0,0,0,1,0,0,16
13,35.6105,1,0,0,0,0,1,0,0,16
11,50.8721,1,0,0,0,0,1,0,0,16
16,21.8023,0,0,1,0,0,1,0,0,16
13,35.6105,0,0,1,0,0,1,0,0,16
10,49.4186,0,0,1,0,0,1,0,0,16
14,21.0756,0,1,0,0,0,1,0,0,16
10,36.3372,0,1,0,0,0,1,0,0,16
12,49.4186,0,1,0,0,0,1,0,0,16
5,21.0756,0,0,0,1,0,1,0,0,16
8,34.8837,0,0,0,1,0,1,0,0,16
6,50.8721,0,0,0,1,0,1,0,0,16
6,20.3488,0,0,0,0,1,1,0,0,16
1,35.6105,0,0,0,0,1,1,0,0,16
1,50.8721,0,0,0,0,1,1,0,0,16
20,20.3488,1,0,0,0,0,1,0,0,16
10,35.6105,1,0,0,0,0,1,0,0,16
2,50.8721,1,0,0,0,0,1,0,0,16
19,21.8023,0,0,1,0,0,1,0,0,16
12,35.6105,0,0,1,0,0,1,0,0,16
3,49.4186,0,0,1,0,0,1,0,0,16
19,21.0756,0,1,0,0,0,1,0,0,16
10,36.3372,0,1,0,0,0,1,0,0,16
3,49.4186,0,1,0,0,0,1,0,0,16
2,21.0756,0,0,0,1,0,1,0,0,16
11,34.8837,0,0,0,1,0,1,0,0,16
18,50.8721,0,0,0,1,0,1,0,0,16
19,20.3488,0,0,0,0,1,1,0,0,16
6,35.6105,0,0,0,0,1,1,0,0,16
20,50.8721,0,0,0,0,1,1,0,0,16
17,20.3488,1,0,0,0,0,1,0,0,23
14,35.6105,1,0,0,0,0,1,0,0,23
8,50.8721,1,0,0,0,0,1,0,0,23
17,21.8023,0,0,1,0,0,1,0,0,23
14,35.6105,0,0,1,0,0,1,0,0,23
5,49.4186,0,0,1,0,0,1,0,0,23
15,21.0756,0,1,0,0,0,1,0,0,23
9,36.3372,0,1,0,0,0,1,0,0,23
5,49.4186,0,1,0,0,0,1,0,0,23
15,21.0756,0,0,0,1,0,1,0,0,23
9,34.8837,0,0,0,1,0,1,0,0,23
1,50.8721,0,0,0,1,0,1,0,0,23
16,20.3488,0,0,0,0,1,1,0,0,23
12,35.6105,0,0,0,0,1,1,0,0,23
5,50.8721,0,0,0,0,1,1,0,0,23
20,20.3488,1,0,0,0,0,1,0,1,37
12,35.6105,1,0,0,0,0,1,0,1,37
1,50.8721,1,0,0,0,0,1,0,1,37
20,21.8023,0,0,1,0,0,1,0,1,37
12,35.6105,0,0,1,0,0,1,0,1,37
1,49.4186,0,0,1,0,0,1,0,1,37
20,21.0756,0,1,0,0,0,1,0,1,37
12,36.3372,0,1,0,0,0,1,0,1,37
1,49.4186,0,1,0,0,0,1,0,1,37
20,21.0756,0,0,0,1,0,1,0,1,37
12,34.8837,0,0,0,1,0,1,0,1,37
1,50.8721,0,0,0,1,0,1,0,1,37
20,20.3488,0,0,0,0,1,1,0,1,37
12,35.6105,0,0,0,0,1,1,0,1,37
1,50.8721,0,0,0,0,1,1,0,1,37
18,20.3488,1,0,0,0,0,1,0,0,29
18,35.6105,1,0,0,0,0,1,0,0,29
18,50.8721,1,0,0,0,0,1,0,0,29
20,21.8023,0,0,1,0,0,1,0,0,29
18,35.6105,0,0,1,0,0,1,0,0,29
18,49.4186,0,0,1,0,0,1,0,0,29
1,21.0756,0,1,0,0,0,1,0,0,29
1,36.3372,0,1,0,0,0,1,0,0,29
1,49.4186,0,1,0,0,0,1,0,0,29
3,21.0756,0,0,0,1,0,1,0,0,29
3,34.8837,0,0,0,1,0,1,0,0,29
1,50.8721,0,0,0,1,0,1,0,0,29
1,20.3488,0,0,0,0,1,1,0,0,29
1,35.6105,0,0,0,0,1,1,0,0,29
1,50.8721,0,0,0,0,1,1,0,0,29
20,20.3488,1,0,0,0,0,1,1,1,20
17,35.6105,1,0,0,0,0,1,1,1,20
17,50.8721,1,0,0,0,0,1,1,1,20
15,21.8023,0,0,1,0,0,1,1,1,20
4,35.6105,0,0,1,0,0,1,1,1,20
1,49.4186,0,0,1,0,0,1,1,1,20
15,21.0756,0,1,0,0,0,1,1,1,20
4,36.3372,0,1,0,0,0,1,1,1,20
2,49.4186,0,1,0,0,0,1,1,1,20
17,21.0756,0,0,0,1,0,1,1,1,20
13,34.8837,0,0,0,1,0,1,1,1,20
15,50.8721,0,0,0,1,0,1,1,1,20
20,20.3488,0,0,0,0,1,1,1,1,20
20,35.6105,0,0,0,0,1,1,1,1,20
15,50.8721,0,0,0,0,1,1,1,1,20
20,20.3488,1,0,0,0,0,1,1,1,34
17,35.6105,1,0,0,0,0,1,1,1,34
10,50.8721,1,0,0,0,0,1,1,1,34
20,21.8023,0,0,1,0,0,1,1,1,34
17,35.6105,0,0,1,0,0,1,1,1,34
10,49.4186,0,0,1,0,0,1,1,1,34
17,21.0756,0,1,0,0,0,1,1,1,34
12,36.3372,0,1,0,0,0,1,1,1,34
1,49.4186,0,1,0,0,0,1,1,1,34
17,21.0756,0,0,0,1,0,1,1,1,34
13,34.8837,0,0,0,1,0,1,1,1,34
1,50.8721,0,0,0,1,0,1,1,1,34
17,20.3488,0,0,0,0,1,1,1,1,34
9,35.6105,0,0,0,0,1,1,1,1,34
7,50.8721,0,0,0,0,1,1,1,1,34
20,20.3488,1,0,0,0,0,1,0,1,21
