"Date","Y1","Y10","Y11","Y12","Y2","Y24","Y3","Y36","Y4","Y48","Y5","Y6","Y60","Y7","Y8","Y9"
1988-12-01,5.6052,8.7816,8.8128,8.896,7.3572,8.935,8.2824,8.986,8.3088,8.991,8.4612,8.4744,9.001,8.6916,8.7204,8.7396
1989-01-01,7.578,8.7996,8.7852,8.883,8.2824,8.906,8.5164,8.864,8.5644,8.882,8.5272,8.7108,8.828,8.6976,8.7492,8.7792
1989-02-01,7.5324,9.1248,9.1248,9.354,8.724,9.311,8.8776,9.251,8.8644,9.266,8.9868,9.018,9.155,9.0072,9.0924,9.126
1989-03-01,8.6712,9.3396,9.3852,9.621,8.9268,9.518,9.1104,9.456,9.2028,9.341,9.2256,9.312,9.287,9.3348,9.3708,9.3276
1989-04-01,8.4672,8.8824,8.892,9.05,8.5848,9.077,8.6508,9.016,8.67,8.962,8.7312,8.7924,8.891,8.8236,8.832,8.754
1989-05-01,8.3064,8.6268,8.6568,8.765,8.7816,8.605,8.8116,8.61,8.7588,8.592,8.7468,8.7144,8.541,8.6472,8.58,8.6088
1989-06-01,8.25,7.9764,7.9824,8.118,8.1528,7.905,8.1684,7.911,8.142,7.857,8.1168,7.968,7.939,7.86,8.0328,7.9728
1989-07-01,7.8384,7.5108,7.5444,7.598,7.9548,7.36,7.9692,7.452,7.8912,7.437,7.6164,7.6812,7.438,7.5828,7.5732,7.5852
1989-08-01,7.6836,8.1372,8.1516,8.113,7.9932,8.237,8.112,8.18,7.914,8.166,8.0436,8.0328,8.129,8.0976,8.1444,8.1
1989-09-01,7.6008,8.3424,8.3364,8.309,8.1168,8.293,8.0856,8.292,8.1216,8.257,8.1324,8.1576,8.223,8.2452,8.2992,8.3364
1989-10-01,7.8432,7.764,7.722,7.746,7.7484,7.675,7.9368,7.773,7.7808,7.774,7.7304,7.7856,7.757,7.7364,7.7604,7.7508
1989-11-01,5.8188,7.5252,7.5468,7.669,7.5012,7.586,7.7556,7.632,7.4676,7.682,7.6872,7.6212,7.68,7.5648,7.5768,7.5672
1989-12-01,5.85,7.74,7.6824,7.757,7.5936,7.735,7.7184,7.789,7.7832,7.79,7.698,7.7052,7.76,7.6704,7.6824,7.668
1990-01-01,7.1748,8.0064,7.9548,8.076,7.7076,8.097,7.9152,8.168,7.8936,8.215,7.866,7.9596,8.244,7.9524,7.9236,7.9812
1990-02-01,7.2972,7.9512,7.9224,8.05,8.0664,8.24,7.9428,8.275,7.9152,8.355,7.9668,7.9704,8.37,7.9104,7.9344,7.9812
1990-03-01,8.1,8.1012,8.16,8.287,7.9992,8.469,7.9716,8.542,8.034,8.537,8.0484,8.0628,8.529,8.0988,8.1252,8.118
1990-04-01,7.512,8.3472,8.364,8.537,7.7088,8.749,8.0892,8.835,8.1144,8.9,8.1504,8.25,8.879,8.2884,8.2284,8.2344
1990-05-01,6.4308,7.998,8.0124,8.121,7.8552,8.307,7.9212,8.362,7.9248,8.456,7.938,7.9476,8.481,7.914,7.8,7.974
1990-06-01,7.6368,7.8576,7.8732,7.947,7.8144,8.044,7.9092,8.139,7.9236,8.22,7.8912,7.8528,8.268,7.7436,7.8624,7.866
1990-07-01,7.4604,7.554,7.5876,7.668,7.6356,7.737,7.6692,7.862,7.614,7.951,7.5636,7.5648,8.034,7.5816,7.53,7.584
1990-08-01,7.3872,7.6488,7.6284,7.62,7.5204,7.895,7.548,8.113,7.4772,8.324,7.5816,7.5888,8.453,7.5264,7.5804,7.5936
1990-09-01,7.0308,7.584,7.5624,7.584,7.2804,7.857,7.29,8.043,7.3632,8.255,7.4208,7.3896,8.387,7.3896,7.4856,7.5732
1990-10-01,6.594,7.3104,7.2552,7.455,7.2768,7.602,7.2552,7.806,7.2396,8.023,7.2084,7.302,8.16,7.206,7.3008,7.2996
1990-11-01,6.9492,7.1364,7.1784,7.332,6.8652,7.364,7.1664,7.55,7.1556,7.756,7.2684,7.2216,7.863,7.2372,7.224,7.2132
1990-12-01,5.472,6.7488,6.756,6.918,6.3864,7.054,6.5664,7.307,6.708,7.47,6.6144,6.6576,7.656,6.7056,6.7128,6.6132
1991-01-01,5.5236,6.4368,6.378,6.609,6.1596,6.92,6.3288,7.162,6.306,7.435,6.3684,6.3732,7.523,6.378,6.3204,6.4104
1991-02-01,5.3712,6.234,6.2604,6.497,6.1284,6.904,6.1572,7.158,6.1968,7.448,6.2016,6.2052,7.562,6.1572,6.2568,6.2724
1991-03-01,5.8392,6.1068,6.1632,6.352,5.8968,6.964,5.9148,7.228,5.958,7.535,6.0036,5.934,7.726,5.9892,6.0672,6.06
1991-04-01,5.4132,5.9016,5.8728,6.184,5.5704,6.676,5.6136,7.062,5.6664,7.417,5.6892,5.7336,7.543,5.7672,5.79,5.8356
1991-05-01,5.3844,5.9112,6.0456,6.257,5.5488,6.763,5.6328,7.045,5.6556,7.449,5.7192,5.8296,7.612,5.7756,5.7996,5.8872
1991-06-01,5.1804,6.1812,6.1416,6.313,5.5284,6.853,5.6424,7.295,5.7168,7.677,5.8164,5.8296,7.862,5.8908,5.9676,6.0348
1991-07-01,5.4936,5.9748,6.054,6.158,5.5776,6.689,5.6196,7.109,5.6772,7.514,5.7096,5.8056,7.705,5.8368,5.85,5.9928
1991-08-01,5.2896,5.6124,5.6148,5.644,5.3208,6.301,5.4276,6.652,5.418,7.092,5.4804,5.496,7.297,5.502,5.5776,5.5476
1991-09-01,5.0136,5.346,5.3472,5.371,5.2104,5.925,5.1996,6.317,5.2308,6.725,5.2548,5.2452,6.863,5.2812,5.25,5.3352
1991-10-01,4.7004,4.9956,4.974,5.154,4.8108,5.612,4.902,6.072,4.9128,6.519,4.9224,4.9452,6.704,4.8936,4.956,4.986
1991-11-01,3.9372,4.5636,4.6032,4.789,4.3008,5.355,4.422,5.792,4.4292,6.355,4.4904,4.4988,6.587,4.5396,4.5684,4.5864
1991-12-01,3.8148,4.0068,4.044,4.171,3.852,4.73,3.8784,5.177,3.8652,5.789,3.9228,3.9408,5.917,3.9672,3.9936,3.948
1992-01-01,3.48,4.1316,4.1376,4.339,3.7704,5.04,3.9,5.748,3.9156,6.246,3.9648,4.002,6.421,4.0284,4.0344,4.0824
1992-02-01,3.7236,4.1736,4.212,4.401,3.9852,5.237,3.9924,5.819,4.0404,6.367,4.0572,4.074,6.649,4.0704,4.1388,4.1664
1992-03-01,4.0092,4.392,4.4316,4.609,4.026,5.563,4.1148,6.244,4.1424,6.745,4.2108,4.2072,6.915,4.2768,4.3248,4.3224
1992-04-01,3.2364,4.1304,4.2,4.376,3.7008,5.398,3.7572,6.071,3.7932,6.607,3.8292,3.9192,6.917,3.9552,3.9816,4.05
1992-05-01,3.6336,4.056,4.1328,4.269,3.6792,5.173,3.756,5.801,3.7512,6.304,3.8304,3.9084,6.685,3.8928,3.9192,3.9984
1992-06-01,3.5112,3.9468,3.9636,4.063,3.5364,4.799,3.6024,5.453,3.6708,5.995,3.7272,3.732,6.308,3.7368,3.804,3.8616
1992-07-01,2.9928,3.4968,3.5424,3.58,3.108,4.367,3.2256,5.002,3.2604,5.561,3.2952,3.3408,5.843,3.3636,3.3792,3.492
1992-08-01,3.0636,3.3816,3.4068,3.436,3.1392,4.109,3.204,4.742,3.2184,5.34,3.264,3.3,5.626,3.3012,3.3312,3.3456
1992-09-01,2.586,3.006,3.0204,3.105,2.742,3.774,2.7552,4.404,2.8092,4.976,2.874,2.8776,5.355,2.9232,2.9268,2.982
1992-10-01,2.5464,3.432,3.4272,3.606,2.8632,4.458,3,5.069,3.0852,5.657,3.1512,3.2484,6.017,3.2532,3.3408,3.4068
1992-11-01,2.8404,3.6828,3.7188,3.922,3.2412,4.739,3.3168,5.429,3.3312,5.967,3.48,3.5472,6.244,3.5844,3.672,3.6876
1992-12-01,2.7588,3.4836,3.5088,3.651,2.9556,4.5,3.132,5.211,3.2088,5.681,3.2964,3.3408,6.051,3.3768,3.4116,3.4476
1993-01-01,2.5248,3.2544,3.2904,3.446,2.8428,4.21,2.9388,4.779,3.0252,5.231,3.0696,3.1248,5.667,3.1392,3.1536,3.2088
1993-02-01,2.7288,3.1812,3.2268,3.311,2.9568,3.915,3.012,4.418,3.036,4.942,3.06,3.1044,5.309,3.0972,3.1428,3.1572
1993-03-01,2.7492,3.1908,3.252,3.352,2.916,3.915,2.9292,4.491,2.9832,4.959,3.0276,3.1044,5.247,3.0972,3.1416,3.156
1993-04-01,2.8512,3.1536,3.1884,3.297,2.8956,3.786,2.9496,4.344,2.9628,4.837,2.9976,3.0324,5.152,3.0456,3.0804,3.0936
1993-05-01,2.9532,3.5184,3.534,3.631,3.0072,4.18,3.102,4.661,3.1584,5.07,3.2244,3.2796,5.396,3.282,3.3384,3.462
1993-06-01,2.7792,3.3504,3.3864,3.5,2.9556,3.983,3.072,4.397,3.096,4.747,3.1824,3.2796,5.052,3.2196,3.2904,3.3252
1993-07-01,2.82,3.402,3.4272,3.495,2.9868,4.1,3.072,4.529,3.1164,4.831,3.1308,3.2376,5.2,3.2856,3.3204,3.3564
1993-08-01,2.8608,3.2772,3.312,3.353,2.9664,3.83,3.0516,4.225,3.0048,4.493,3.1308,3.2376,4.795,3.2028,3.2172,3.2616
1993-09-01,2.4444,3.2868,3.3228,3.373,2.9256,3.853,2.9592,4.2,3.0348,4.545,3.09,3.0936,4.777,3.1812,3.2064,3.2208
1993-10-01,2.7588,3.3696,3.4212,3.457,2.916,3.953,3.072,4.296,3.1476,4.595,3.1524,3.2376,4.82,3.264,3.2676,3.3348
1993-11-01,2.7492,3.5412,3.588,3.632,3.108,4.171,3.1848,4.532,3.1788,4.906,3.2952,3.3624,5.144,3.366,3.4332,3.4896
1993-12-01,2.82,3.54,3.5556,3.636,3.0072,4.202,3.0516,4.464,3.1272,4.942,3.2244,3.2592,5.209,3.3144,3.3492,3.4632
